t,parent,child,tx,ty,tz,yaw
2.6711770190000004,odom,base_link,3.2601053391565085,6.005565572307982,0.0,1.2739601083259333
2.6910170360000003,odom,base_link,3.2616849728025623,6.010707312076946,0.0,1.2715018547501376
2.7110601,odom,base_link,3.2631148852005554,6.015325596226692,0.0,1.2695731932561094
2.713809827,map,odom,2.370708254566632,-1.331912146415092,0.0,0.7916964235155134
2.731103264,odom,base_link,3.264616126420432,6.020134635291144,0.0,1.2668497367069265
2.7513203450000003,odom,base_link,3.2662008683297596,6.025173662846995,0.0,1.26534278034136
2.771820242,odom,base_link,3.267806719462582,6.030248816001086,0.0,1.2633559645166368
2.7910772190000004,odom,base_link,3.2694247325807035,6.035322065531942,0.0,1.260772032942352
2.8111864040000003,odom,base_link,3.271149708421158,6.040699378879044,0.0,1.2599860419533095
2.811568887,map,odom,2.370708254566632,-1.331912146415092,0.0,0.7916964235155134
2.831442054,odom,base_link,3.2727890283307794,6.045786104625164,0.0,1.2580777429415828
2.851290831,odom,base_link,3.2743497310160916,6.050600264716335,0.0,1.256516648644358
2.871289532,odom,base_link,3.276150195445655,6.056119045506907,0.0,1.2543642557701813
2.891797865,odom,base_link,3.277800923895673,6.061154438624794,0.0,1.2536583675922646
2.9118470920000004,odom,base_link,3.279486561290356,6.066276236676659,0.0,1.2520439254950357
2.914763955,map,odom,2.4202878323501213,-1.3202063119408134,0.0,0.796965395004289
2.931094626,odom,base_link,3.2811840649071025,6.071405708240959,0.0,1.250374065880086
2.951602089,odom,base_link,3.282913223063773,6.07660789426476,0.0,1.2494147321552285
2.971413103,odom,base_link,3.2848349266128287,6.08237480052933,0.0,1.2488636379398828
2.991390115,odom,base_link,3.2864763647625033,6.087292182952102,0.0,1.2483822070708013
3.0113836970000003,odom,base_link,3.288072515682963,6.092076541731684,0.0,1.2491959609154888
3.011803807,map,odom,2.4202878323501213,-1.3202063119408134,0.0,0.796965395004289
3.031402449,odom,base_link,3.2896806417831153,6.096907423943072,0.0,1.2497034843071313
3.0513507910000004,odom,base_link,3.291327062077357,6.101858304276596,0.0,1.2497965586663826
3.0713120640000002,odom,base_link,3.2928758772667224,6.106516406148507,0.0,1.24979678486899
3.091742961,odom,base_link,3.294729663345739,6.112068643878158,0.0,1.2473093184730797
3.111229153,odom,base_link,3.296400069895735,6.117034736138989,0.0,1.2453349283503048
3.1136800680000003,map,odom,2.4202878323501213,-1.3202063119408134,0.0,0.796965395004289
3.1314754180000004,odom,base_link,3.298041582254191,6.121896986158947,0.0,1.245080286357021
3.1513064670000004,odom,base_link,3.2998295887924143,6.12717549249745,0.0,1.2433068885839826
3.171215896,odom,base_link,3.301493028083638,6.132064126588417,0.0,1.2423306980380138
3.1913005930000002,odom,base_link,3.303324086157846,6.1374354898030905,0.0,1.242185128236382
3.211105631,odom,base_link,3.30506803184112,6.142549615356676,0.0,1.242128187205824
3.211440259,map,odom,2.4202878323501213,-1.3202063119408134,0.0,0.796965395004289
3.2312327880000002,odom,base_link,3.3068774839805304,6.147853454173048,0.0,1.2419104516174617
3.252022424,odom,base_link,3.3087525553860093,6.153349074675875,0.0,1.2420658513336553
3.252372728,map,odom,2.4202878323501213,-1.3202063119408134,0.0,0.796965395004289
3.2714545320000004,odom,base_link,3.3103942956625687,6.158162439156712,0.0,1.2421150229457572
3.291073524,odom,base_link,3.3118241317922736,6.162362571744989,0.0,1.243236236465863
3.3112570270000004,odom,base_link,3.3136068275166477,6.167624904921781,0.0,1.2450938054532146
3.3312653940000003,odom,base_link,3.3151873191397025,6.172306151629599,0.0,1.2452881938108162
3.3513540120000003,odom,base_link,3.316816671029737,6.177134736620513,0.0,1.2454226479317487
3.3713278310000003,odom,base_link,3.3185110246485547,6.182165849306311,0.0,1.2464800764062716
3.391461576,odom,base_link,3.3201615682414403,6.18708598956332,0.0,1.2477737313385016
3.411016456,odom,base_link,3.3218232631511677,6.192045367356624,0.0,1.2472093271147011
3.4142372240000003,map,odom,2.3830817291976456,-1.3368471476246335,0.0,0.7884546723883366
3.4311627870000003,odom,base_link,3.323594554496467,6.197325688220936,0.0,1.2470720147277388
3.451245122,odom,base_link,3.3252051964361167,6.202132666898045,0.0,1.2479072822602693
3.471318917,odom,base_link,3.3269702230432463,6.207410643592575,0.0,1.2482406107873552
3.4912744470000003,odom,base_link,3.3287080072005977,6.212612330790765,0.0,1.2485056793407718
3.5112794060000003,odom,base_link,3.330372037193702,6.217611831281863,0.0,1.2504753475025105
3.511390565,map,odom,2.3830817291976456,-1.3368471476246335,0.0,0.7884546723883366
3.5315560090000004,odom,base_link,3.332062281493572,6.222726542959689,0.0,1.252779717448571
3.551245701,odom,base_link,3.333887346362452,6.228282659047813,0.0,1.2540631556665947
3.5710592780000003,odom,base_link,3.3354903027112814,6.233179925011345,0.0,1.2548780219147087
3.5911650510000004,odom,base_link,3.337188225432131,6.238382229505406,0.0,1.2557574044952977
3.611323692,odom,base_link,3.3387761586157487,6.243258622305828,0.0,1.256219651282082
3.6135867860000004,map,odom,2.3830817291976456,-1.3368471476246335,0.0,0.7884546723883366
3.631294993,odom,base_link,3.340372382261913,6.248161471910801,0.0,1.2558772162393772
3.6511254120000003,odom,base_link,3.34196047615104,6.253037356956938,0.0,1.2559789245053101
3.671203443,odom,base_link,3.3435876461833534,6.258040755252233,0.0,1.2567647023164803
3.6913204160000004,odom,base_link,3.3452883903224993,6.263275779806323,0.0,1.2565849087076508
3.711135629,odom,base_link,3.346781311315023,6.267873632776425,0.0,1.2570874086516033
3.711376131,map,odom,2.3830817291976456,-1.3368471476246335,0.0,0.7884546723883366
3.7313238220000002,odom,base_link,3.3484871105894514,6.273155348160584,0.0,1.2597282283407756
3.751690371,odom,base_link,3.350127535715524,6.2782778575419425,0.0,1.2620257302041111
3.771453607,odom,base_link,3.351733315905636,6.2833393110761255,0.0,1.2651418978107214
3.7913046250000004,odom,base_link,3.3532131549819266,6.2880540578369555,0.0,1.2681774593589181
3.8111145960000004,odom,base_link,3.3547880635993215,6.29312933111888,0.0,1.2716380587354545
3.8116348070000003,map,odom,2.3830817291976456,-1.3368471476246335,0.0,0.7884546723883366
3.8316402020000004,odom,base_link,3.35632398016911,6.298141643828878,0.0,1.2752661590964092
3.8516347110000004,odom,base_link,3.3578240546571534,6.303102116384994,0.0,1.2790019590063066
3.855191329,map,odom,2.408148557656943,-1.3356780675395543,0.0,0.7895874938020291
3.8711059960000003,odom,base_link,3.359184144176908,6.307665433901326,0.0,1.283259929488356
3.8911001290000002,odom,base_link,3.360718256153434,6.312897072209616,0.0,1.2878505675262748
3.911083902,odom,base_link,3.362095164553745,6.317663611846344,0.0,1.2913132878088958
3.931414976,odom,base_link,3.363543902985689,6.322740116843321,0.0,1.294296235230624
3.951546979,odom,base_link,3.364995992119976,6.327875988049894,0.0,1.2962108020037826
3.9716302160000003,odom,base_link,3.3663291283340095,6.332632255937382,0.0,1.2988259160783733
3.991344246,odom,base_link,3.3678311659141085,6.338039628968222,0.0,1.3008766367428752
4.011054272,odom,base_link,3.3692064792880694,6.343037561686858,0.0,1.3036555248253199
4.011525722,map,odom,2.408148557656943,-1.3356780675395543,0.0,0.7895874938020291
4.031429389,odom,base_link,3.370545835367656,6.347951509328139,0.0,1.3057404463035651
4.051733424,odom,base_link,3.3720223726324328,6.35339294632833,0.0,1.3059117087692511
4.071247563,odom,base_link,3.37334395164461,6.358279923784289,0.0,1.3074581998660704
4.091246313,odom,base_link,3.374747138594501,6.363494900939795,0.0,1.3084472960084124
4.1113413780000005,odom,base_link,3.3760536639116787,6.368377740198113,0.0,1.3102450517493534
4.131412894,odom,base_link,3.3775034885303623,6.373823857784415,0.0,1.3109909292674482
4.151320021,odom,base_link,3.378855922297522,6.378917679153949,0.0,1.3115671224660164
4.153719328,map,odom,2.408148557656943,-1.3356780675395543,0.0,0.7895874938020291
4.1715222050000005,odom,base_link,3.380220137824777,6.38405820418459,0.0,1.3112156481495612
4.191240888,odom,base_link,3.3816783753387725,6.389561326824966,0.0,1.3123161021849221
4.211234500000001,odom,base_link,3.3831016939709913,6.394976392468107,0.0,1.3152159099948268
4.212140474,map,odom,2.408148557656943,-1.3356780675395543,0.0,0.7895874938020291
4.2310540990000005,odom,base_link,3.3844569665177793,6.400176276517193,0.0,1.3164509499736199
4.25116083,odom,base_link,3.3859184687494377,6.4058289381345705,0.0,1.3191207385059363
4.271376556,odom,base_link,3.3873807076872633,6.411530498258638,0.0,1.3203676543422018
4.291208188000001,odom,base_link,3.3886134118228948,6.416369547375482,0.0,1.322353470164497
4.311380942,odom,base_link,3.389942893563822,6.421607940438551,0.0,1.3221433775965168
4.331407819,odom,base_link,3.391219708347798,6.426656413072968,0.0,1.3240159904072053
4.351167903,odom,base_link,3.392481693438774,6.431680781574247,0.0,1.3254121786904798
4.354931985,map,odom,2.4863888719705356,-1.3165339778479082,0.0,0.8010585163708055
4.371335813,odom,base_link,3.393784526105365,6.436898324943266,0.0,1.3267835329661963
4.391409361,odom,base_link,3.3950767463643383,6.442094187194156,0.0,1.327296223233255
4.411458855,odom,base_link,3.396303322759153,6.447059842560787,0.0,1.3299675429920743
4.4319200720000005,odom,base_link,3.3975195142986645,6.452038500107101,0.0,1.3324473258985239
4.451736878,odom,base_link,3.3987054718583685,6.456946021104005,0.0,1.334915043850014
4.471359681,odom,base_link,3.399899031721615,6.4619414725067825,0.0,1.3376128535269198
4.4914025650000005,odom,base_link,3.401185874510497,6.467394536804062,0.0,1.340488898710568
4.511083645,odom,base_link,3.4024281821932725,6.472723122595459,0.0,1.3430061816919825
4.511545735,map,odom,2.4863888719705356,-1.3165339778479082,0.0,0.8010585163708055
4.531208361,odom,base_link,3.403561160347652,6.4776284851636685,0.0,1.3446127580329137
4.55115772,odom,base_link,3.4047562575205026,6.482844535677166,0.0,1.3465165884178756
4.571366182,odom,base_link,3.405964172447294,6.48815180941959,0.0,1.347507882434103
4.591662617,odom,base_link,3.4071824863129603,6.49352375356296,0.0,1.3480459276714936
4.611178209,odom,base_link,3.408275115047475,6.4983578066008825,0.0,1.3489623677788372
4.6134269990000005,map,odom,2.4863888719705356,-1.3165339778479082,0.0,0.8010585163708055
4.631586221,odom,base_link,3.409353790131426,6.503156585956955,0.0,1.3504180529277552
4.6513464120000005,odom,base_link,3.4105346857544423,6.5084586537020135,0.0,1.3528812407168822
4.671331889,odom,base_link,3.4117096839122034,6.513778435270407,0.0,1.3539449809571265
4.691350927,odom,base_link,3.4129085105953982,6.519225005811032,0.0,1.3543435136578568
4.711423197,odom,base_link,3.413950532388227,6.52395716780362,0.0,1.3537671242660902
4.711604215,map,odom,2.4863888719705356,-1.3165339778479082,0.0,0.8010585163708055
4.731377709,odom,base_link,3.4151724048620484,6.529508141307135,0.0,1.3544986900539087
4.751429936,odom,base_link,3.416289840207653,6.534600594885738,0.0,1.3550815079375318
4.771186029,odom,base_link,3.417513666500421,6.540183464446711,0.0,1.3549159786262657
4.791128111,odom,base_link,3.4185792884089605,6.5450631415943255,0.0,1.356668314298557
4.811463625,odom,base_link,3.4197653210265844,6.5505347648443335,0.0,1.358007518256697
4.81377664,map,odom,2.5065886669556487,-1.326209717205515,0.0,0.8005304674046216
4.8311455830000005,odom,base_link,3.42094569966049,6.556015405516976,0.0,1.3593210123691222
4.851560443,odom,base_link,3.4220407929044367,6.56112553533837,0.0,1.360060492973573
4.871360677,odom,base_link,3.4231356691609647,6.566281907749819,0.0,1.3630778993252255
4.8916348140000006,odom,base_link,3.424225860151597,6.571459440095601,0.0,1.3634541751064
4.911479974000001,odom,base_link,3.4253496589761387,6.576808945478343,0.0,1.3640098974238526
4.911872053000001,map,odom,2.5065886669556487,-1.326209717205515,0.0,0.8005304674046216
4.931293796,odom,base_link,3.426437850349845,6.582008383695994,0.0,1.3649582349748055
4.951046676000001,odom,base_link,3.4274962072816146,6.5870907852711005,0.0,1.3660234401089744
4.9714138420000005,odom,base_link,3.428628134647867,6.592565972029521,0.0,1.367837978911344
4.991424784,odom,base_link,3.429686270214679,6.597726291882834,0.0,1.3692570587626753
5.011477005000001,odom,base_link,3.430682524015077,6.602623133477012,0.0,1.3709176643886978
5.013771523,map,odom,2.5065886669556487,-1.326209717205515,0.0,0.8005304674046216
5.031306150000001,odom,base_link,3.4317702411647932,6.6080299129977185,0.0,1.3736218219915657
5.051415743000001,odom,base_link,3.4328225168091997,6.613333906177883,0.0,1.3762708587773718
5.071277839,odom,base_link,3.433851052316751,6.618590060320476,0.0,1.3788410987339408
5.091111537000001,odom,base_link,3.4347783283167654,6.623399738748201,0.0,1.3818375931642375
5.111172391,odom,base_link,3.435731467614487,6.628411703496272,0.0,1.3838976471318771
5.1113717780000005,map,odom,2.5065886669556487,-1.326209717205515,0.0,0.8005304674046216
5.1314564140000005,odom,base_link,3.4367945996498523,6.634052971079355,0.0,1.3851519135296164
5.15211749,odom,base_link,3.4378108796543785,6.639473344533049,0.0,1.3857591043957966
5.152710471000001,map,odom,2.5065886669556487,-1.326209717205515,0.0,0.8005304674046216
5.171167496000001,odom,base_link,3.4388135075353876,6.64484248506324,0.0,1.3866081799514707
5.191232559,odom,base_link,3.4397221692743827,6.649739082618634,0.0,1.3880187274235276
5.211436538,odom,base_link,3.4406835960183035,6.65495118782254,0.0,1.3887540800210558
5.214712335000001,map,odom,2.5334982090153093,-1.3266582363081594,0.0,0.8017023475485784
5.231747203,odom,base_link,3.4416407540035117,6.6601678526064685,0.0,1.3899136312307756
5.2512959200000005,odom,base_link,3.442572211937614,6.665284230753023,0.0,1.3915151848212235
5.271327049,odom,base_link,3.4435299817525493,6.670592099218247,0.0,1.393032695819313
5.291049135000001,odom,base_link,3.444436580182691,6.675657298285979,0.0,1.3943392765424458
5.31106192,odom,base_link,3.4454146529972554,6.681174543679638,0.0,1.396347856557079
5.311464158000001,map,odom,2.5334982090153093,-1.3266582363081594,0.0,0.8017023475485784
5.3310956990000005,odom,base_link,3.4462330938338916,6.685849478804474,0.0,1.3986176489473903
5.351396515,odom,base_link,3.4472028047688186,6.691480932310721,0.0,1.4019285858315405
5.3711300280000005,odom,base_link,3.448106862614068,6.696834129361634,0.0,1.4050576317992665
5.3912589650000005,odom,base_link,3.44903833283386,6.70244608475192,0.0,1.407574772568568
5.4111681890000005,odom,base_link,3.449883863181957,6.707644691831561,0.0,1.4115504524433808
5.414970704,map,odom,2.5334982090153093,-1.3266582363081594,0.0,0.8017023475485784
5.431518366000001,odom,base_link,3.450804252120793,6.713479505982838,0.0,1.4171386094821197
5.4512106320000004,odom,base_link,3.45153529814548,6.718293612582712,0.0,1.4230468321386456
5.471330770000001,odom,base_link,3.452327753139322,6.7237192057383615,0.0,1.4284795243316857
5.491184744000001,odom,base_link,3.4530530497309218,6.7289042182775685,0.0,1.4351501908500022
5.511073495000001,odom,base_link,3.4538096933251046,6.734595983021362,0.0,1.4421191349939513
5.511443062000001,map,odom,2.5334982090153093,-1.3266582363081594,0.0,0.8017023475485784
5.531415268,odom,base_link,3.454388988362244,6.73920408531677,0.0,1.4493610127904895
5.551488355,odom,base_link,3.455030096811366,6.74459265803274,0.0,1.4553938305263974
5.555003074,map,odom,2.782317552382515,-1.258615953085599,0.0,0.8359484176735952
5.5714147800000005,odom,base_link,3.4556502113089933,6.750101057232358,0.0,1.4619904588145918
5.591616919000001,odom,base_link,3.456187622340575,6.755185299687199,0.0,1.4689816779094138
5.611444989000001,odom,base_link,3.4566966936914465,6.760358898050061,0.0,1.476446594322871
5.63139782,odom,base_link,3.4571839538982774,6.765735311192305,0.0,1.4843814240909474
5.651510197,odom,base_link,3.4575971240144785,6.770748887697796,0.0,1.492762330654418
5.671214451,odom,base_link,3.4579915619586905,6.77610316345634,0.0,1.5017603009283587
5.6911313,odom,base_link,3.458332021392508,6.781402166806684,0.0,1.5115093103096615
5.711400108,odom,base_link,3.458592294234662,6.786164423033879,0.0,1.5208854547127169
5.713807163,map,odom,2.782317552382515,-1.258615953085599,0.0,0.8359484176735952
5.731391649000001,odom,base_link,3.4588251443288582,6.791283833685835,0.0,1.5298023124824043
5.751393553000001,odom,base_link,3.458998623203767,6.795990410140315,0.0,1.5381060487866172
5.771162576,odom,base_link,3.4591517021187075,6.801342902668471,0.0,1.5463030782787623
5.791181886,odom,base_link,3.459252410293692,6.806439319699425,0.0,1.5557735509179185
5.811076358,odom,base_link,3.4593082230523855,6.811500922834667,0.0,1.5637666045551226
5.814555816,map,odom,2.9747145131983075,-1.2036186989465902,0.0,0.8608015319296801
5.831063776000001,odom,base_link,3.4593200950996037,6.816800153982406,0.0,1.5733453887180904
5.851402060000001,odom,base_link,3.459287193131973,6.82153042619208,0.0,1.5821582770003335
5.871465313000001,odom,base_link,3.4592151926779757,6.826226823966783,0.0,1.5900939660298932
5.891134234000001,odom,base_link,3.459106583088747,6.8308082859299,0.0,1.5989024425822251
5.911295705000001,odom,base_link,3.458941239591466,6.835863546965669,0.0,1.6080813251529307
5.913095153,map,odom,2.9747145131983075,-1.2036186989465902,0.0,0.8608015319296801
5.931210782,odom,base_link,3.4587481527893673,6.840490320288756,0.0,1.6169279180142107
5.951319204000001,odom,base_link,3.4585167384797253,6.845124734836737,0.0,1.624449620550142
5.97138492,odom,base_link,3.458259466223131,6.849565476336561,0.0,1.6328827120427716
5.9915379170000005,odom,base_link,3.457925338060671,6.854580458351274,0.0,1.6417652838145502
6.011168874,odom,base_link,3.4575913227771897,6.859059082376625,0.0,1.648711517232624
6.031351847000001,odom,base_link,3.4571624658340943,6.864308376527381,0.0,1.655915094462732
6.051480749,odom,base_link,3.4567499130270503,6.86893844266459,0.0,1.6634141903892503
6.056286249,map,odom,3.2467832262360674,-1.0923016809879584,0.0,0.899527519847184
6.071072541,odom,base_link,3.456292915136726,6.87365874839048,0.0,1.6712074949899858
6.0911330800000005,odom,base_link,3.4558169427734633,6.878204735050456,0.0,1.6790282881858873
6.111482918,odom,base_link,3.455239489531403,6.883292290185734,0.0,1.688603180784983
6.1312703310000005,odom,base_link,3.454654888376155,6.8880557864052046,0.0,1.6972186620753127
6.151664650000001,odom,base_link,3.4540349737075604,6.892769764468864,0.0,1.7058846486862576
6.155698244000001,map,odom,3.2467832262360674,-1.0923016809879584,0.0,0.899527519847184
6.171242719,odom,base_link,3.45335873162528,6.89760483370017,0.0,1.7136290380153507
6.191471652000001,odom,base_link,3.4526542027770026,6.902360284411104,0.0,1.7221275825143751
6.2113245820000005,odom,base_link,3.451960174523112,6.906795031219501,0.0,1.729942384728482
6.231348484000001,odom,base_link,3.4512341284085166,6.911197526257105,0.0,1.7385418333711062
6.251857592,odom,base_link,3.4503129100353136,6.916490202046414,0.0,1.747708640002326
6.256312696,map,odom,3.4503350062896665,-1.0143722887620328,0.0,0.9272303504734151
6.271248465,odom,base_link,3.449399843492478,6.921461256124367,0.0,1.7571878205269185
6.291424168000001,odom,base_link,3.448498232167992,6.926135254067921,0.0,1.7655224637003244
6.311192640000001,odom,base_link,3.447432973428563,6.931418726013864,0.0,1.7739775859071858
6.3317312910000005,odom,base_link,3.4463878625357425,6.936385079093662,0.0,1.7824389543164705
6.351488365000001,odom,base_link,3.4453426133659284,6.941156610757472,0.0,1.790459724740786
6.372186013,odom,base_link,3.444206016138845,6.946146546788622,0.0,1.799046776851364
6.391381782000001,odom,base_link,3.4430248119880384,6.951131857616673,0.0,1.8078392979136735
6.411615396,odom,base_link,3.441880104177121,6.955768843374591,0.0,1.8178044841648482
6.414304316000001,map,odom,3.4503350062896665,-1.0143722887620328,0.0,0.9272303504734151
6.431174661,odom,base_link,3.4405710781245267,6.960853348423396,0.0,1.8277517191150228
6.4511552530000005,odom,base_link,3.439399938709343,6.965224800091004,0.0,1.8373596594452553
6.451558011,map,odom,3.4503350062896665,-1.0143722887620328,0.0,0.9272303504734151
6.471334606,odom,base_link,3.438055342681297,6.970054302915061,0.0,1.8473058085781546
6.491160397000001,odom,base_link,3.4366978265460597,6.9747505634217255,0.0,1.857073020094801
6.511036546000001,odom,base_link,3.4350563976237254,6.98022852774125,0.0,1.8667765241549519
6.513601161,map,odom,3.6390817378722558,-0.9237617773629334,0.0,0.9552103751341776
6.531262918,odom,base_link,3.433508256910541,6.985222386334082,0.0,1.8760437468959748
6.551651403,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.5713960160000005,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.591278978,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.611175951000001,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.611664321,map,odom,3.6390817378722558,-0.9237617773629334,0.0,0.9552103751341776
6.631358334000001,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.651167679,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.651598561,map,odom,3.6390817378722558,-0.9237617773629334,0.0,0.9552103751341776
6.671273313,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.691036661,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.710980904,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.711341997000001,map,odom,3.6390817378722558,-0.9237617773629334,0.0,0.9552103751341776
6.731314195,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.751243027,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.771260807,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.791426973,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.811256810000001,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.811479036000001,map,odom,3.6390817378722558,-0.9237617773629334,0.0,0.9552103751341776
6.831584297,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.851510696,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.871100976,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.891413415000001,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.911092179000001,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.911809177,map,odom,3.6390817378722558,-0.9237617773629334,0.0,0.9552103751341776
6.931370557,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.951290619000001,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.971259493000001,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
6.991230832,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
7.011202306,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
7.011494604,map,odom,3.6390817378722558,-0.9237617773629334,0.0,0.9552103751341776
7.031193362000001,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
7.051125231,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
7.051460250000001,map,odom,3.6390817378722558,-0.9237617773629334,0.0,0.9552103751341776
7.071167627,odom,base_link,3.4322198911122337,6.9892539695882805,0.0,1.8841713134792581
