t,lin_x,ang_z
1.041062403,0.1639796644449234,-0.05591626092791557
1.085548819,0.1545051783323288,-0.06533002108335495
1.1351066010000002,0.13738861680030823,-0.06915603578090668
1.184308563,0.155716210603714,-0.06454068422317505
1.235132139,0.17044104635715485,-0.05038340017199516
1.285135941,0.1826997548341751,-0.08314099907875061
1.334834402,0.1821027547121048,-0.036297693848609924
1.3850136180000001,0.18430490791797638,-0.04940447583794594
1.4354151910000001,0.19173482060432434,-0.045797333121299744
1.485182092,0.17816849052906036,-0.05619851127266884
1.5348054850000001,0.16792990267276764,-0.07436352968215942
1.5851690930000002,0.16382454335689545,-0.10230958461761475
1.6339191460000002,0.16086335480213165,-0.10646732896566391
1.68483946,0.17838409543037415,-0.05948685109615326
1.7355145150000002,0.1884394884109497,-0.030472993850708008
1.7850075390000002,0.1705213040113449,-0.033375319093465805
1.83471427,0.1572714000940323,-0.03449947386980057
1.884193798,0.17267721891403198,-0.009110899642109871
1.9347095280000002,0.16914500296115875,0.001793217845261097
1.9855502680000001,0.16356942057609558,0.026341862976551056
2.0351697310000003,0.1686141937971115,-0.00291245523840189
2.083699456,0.17733362317085266,-0.017939109355211258
2.135111265,0.15794384479522705,-0.06071330979466438
2.184755762,0.1715075969696045,-0.07491548359394073
2.235856976,0.1484386920928955,-0.07103927433490753
2.2842239060000002,0.15850763022899628,-0.07334338128566742
2.3342846280000003,0.18124620616436005,-0.11330226063728333
2.384366404,0.16848792135715485,-0.10000564157962799
2.433731143,0.16169127821922302,-0.07817859947681427
2.4858278190000003,0.15356332063674927,-0.06483674049377441
2.5345588510000003,0.1604669988155365,-0.06416662037372589
2.5835301040000003,0.16355939209461212,-0.09699198603630066
2.635050772,0.1735847145318985,-0.05013630539178848
2.683940309,0.1708196997642517,-0.011609752662479877
2.734484901,0.1664280891418457,-0.0028865914791822433
2.7843965010000002,0.1811380386352539,0.014966984279453754
2.834321375,0.1685546487569809,0.03489523008465767
2.883955626,0.19518855214118958,0.02809639647603035
2.93465968,0.20253852009773254,0.015842629596590996
2.9835215710000003,0.19056017696857452,-0.0032997652888298035
3.0345554370000003,0.15283648669719696,-0.021855611354112625
3.083932941,0.1563994139432907,0.006984826177358627
3.1332576000000003,0.160535529255867,0.023149916902184486
3.184664911,0.1482144296169281,0.031239965930581093
3.2342752700000004,0.16549792885780334,0.039787933230400085
3.2836552720000003,0.17101892828941345,0.03164391964673996
3.333559531,0.16400474309921265,0.06768766045570374
3.3838127350000002,0.16724084317684174,0.07579702138900757
3.4335123440000004,0.15039308369159698,0.08407264947891235
3.482962688,0.16146588325500488,0.07050639390945435
3.534242592,0.17253568768501282,0.05829830840229988
3.583905396,0.1618805229663849,0.06494464725255966
3.634530545,0.13187731802463531,0.11039004474878311
3.6835627360000003,0.1120687797665596,0.14317914843559265
3.7340533870000003,0.13331040740013123,0.11107270419597626
3.783323014,0.14378279447555542,0.09021008014678955
3.834364684,0.15703937411308289,0.05606456845998764
3.8836361810000004,0.17717476189136505,0.03970646485686302
3.933378321,0.15427249670028687,0.004410062916576862
3.984868409,0.14977765083312988,0.024682488292455673
4.033417885,0.13908562064170837,0.02422567456960678
4.0828000310000006,0.13770398497581482,0.04873909056186676
4.133569928,0.16715818643569946,0.08204271644353867
4.183182825,0.16469478607177734,0.06577549874782562
4.23348253,0.17460717260837555,0.06867975741624832
4.2833824620000005,0.16766895353794098,0.08602279424667358
4.333497021,0.1928170621395111,0.06853003054857254
4.382952089000001,0.1629396677017212,0.08541844040155411
4.433471920000001,0.1714177131652832,0.06631119549274445
4.483285831,0.14372310042381287,0.024033356457948685
4.533006555,0.10847900062799454,0.028282785788178444
4.5834880700000005,0.1275934875011444,0.04459162801504135
4.633016296,0.15429213643074036,0.06100939214229584
4.683044774,0.1607242077589035,0.06954006850719452
4.733582772,0.1514846384525299,0.07426992803812027
4.783347858,0.1488839089870453,0.11655433475971222
4.833203817,0.1644538789987564,0.09276784211397171
4.883426695000001,0.17321263253688812,0.04843822866678238
4.934684273,0.15898151695728302,0.061412081122398376
4.983068447,0.15321557223796844,0.04701371490955353
5.0336699430000005,0.11324512213468552,0.03092433139681816
5.083271484,0.12792576849460602,0.03887808322906494
5.133703326,0.13017241656780243,0.06829484552145004
5.183505107,0.12349154055118561,0.08215967565774918
5.234221816000001,0.10675426572561264,0.10476309061050415
5.283361722,0.08722483366727829,0.1753407120704651
5.333117255,0.09902874380350113,0.2176799178123474
5.382875980000001,0.07883791625499725,0.24481341242790222
5.43504795,0.06660586595535278,0.2844206988811493
5.483740777,0.07954291999340057,0.2789539396762848
5.5336809030000005,0.07760468870401382,0.2851366698741913
5.584142408,0.07575120776891708,0.27176982164382935
5.633782018000001,0.037289611995220184,0.16184763610363007
5.6831213510000005,0.05312635749578476,0.11168820410966873
5.733614210000001,0.08968840539455414,0.18414591252803802
5.783443383000001,0.09015554189682007,0.2261446863412857
5.833104367000001,0.12354236841201782,0.2430151253938675
5.8830359660000004,0.12420450150966644,0.278075635433197
5.934179108,0.10417886823415756,0.2708986699581146
5.983078206,0.09575806558132172,0.30521541833877563
6.033420459,0.09399308264255524,0.29225343465805054
6.083422752000001,0.1147419884800911,0.305202841758728
6.1336126150000005,0.1313020884990692,0.28369441628456116
6.1827443550000005,0.11907920986413956,0.27915945649147034
6.233989864000001,0.0919746607542038,0.23998083174228668
6.28345457,0.057160962373018265,0.21260400116443634
6.333620130000001,0.07699370384216309,0.19849401712417603
6.3835498390000005,0.07779697328805923,0.19561097025871277
6.434023047,0.12490484863519669,0.1843108832836151
6.483222869,0.11034706979990005,0.17828381061553955
6.483290297000001,0.0,0.0
7.4141542110000005,0.1288229525089264,0.17191699147224426
7.464881125000001,0.14792890846729279,0.1686655730009079
7.514977476,0.13779443502426147,0.21640491485595703
7.564639256,0.13608968257904053,0.21355043351650238
